Ch	Time	ch[0]	ch[1]	ch[2]	ch[3]	ch[4]	ch[5]	ch[6]	ch[7]	ch[8]	ch[9]	ch[10]	ch[11]	ch[12]	ch[13]	ch[14]	ch[15]
ch1:	9:45:04	40.25	41.85	41.4	42.5	41.9	40	37.4	27.75	13.75	4.25	4.55	12.8	21.25	24.2	27.05	32.35
ch1:	9:45:04	36.9	40.05	39.45	34.7	26.5	15.4	2.35	-11.5	-26.1	-37.5	-41.55	-37.5	-29.65	-23.6	-20	-14.55
ch1:	9:45:04	-6.25	0	-0.5	-6.25	-10.9	-8.4	1.95	10.2	13.2	17.85	19.65	9.55	-4.8	-17.5	-21.65	-7.6
ch1:	9:45:04	16.25	34.3	45.1	47.25	35.9	16.05	-4.1	-18.05	-24.05	-26.4	-30.6	-35.35	-36.05	-30.35	-18.65	-4.3
ch1:	9:45:04	5.55	6.4	-0.05	-10.85	-21.8	-27.3	-27.5	-27.45	-27.35	-28.1	-27.9	-23.5	-16.6	-15.7	-22.65	-31.85
ch1:	9:45:04	-35.4	-28.6	-14.3	-1.1	6.5	9.05	7.05	3.25	-2.9	-12.9	-23.25	-28.2	-29.4	-26.9	-17.25	-5.45
ch1:	9:45:04	5.2	14.5	20.6	19.35	10.2	-2.65	-7.6	-0.5	10.3	18.15	23.65	22.2	13.3	2.15	-5.45	-4.05
ch1:	9:45:04	7.7	18.25	21	21.6	22.95	20.5	13.7	11.2	18.95	27.55	25.1	17.1	14.95	17.85	21.05	21.15
ch1:	9:45:04	15.85	10.1	8.1	6.7	11.85	25.9	38.55	44.35	47.65	47.25	45.4	44.35	40.45	28.5	8.6	-17.3
ch1:	9:45:04	-32.95	-25.4	-3.3	17.5	32.55	40.75	44.5	45.6	40.8	31	19.4	2.2	-19	-34	-39.95	-36.95
ch1:	9:45:04	-24.95	-13.7	-6.1	2.25	10.3	16	17.8	9.35	-5.7	-18	-22.2	-18.9	-10.2	0.75	10	13
ch1:	9:45:04	14.05	14.35	8	-0.9	-0.85	6.65	18.5	30.45	35.4	34.65	32.95	28.95	19.45	5.95	-7.7	-17.2
ch1:	9:45:04	-18.8	-12	-1.9	4.55	6.25	5.55	7.15	12.25	15.75	12.05	5.6	-1.45	-8.55	-12.15	-9.25	-4.1
ch1:	9:45:04	0.35	1.85	-2.65	-11.85	-20.15	-24.85	-26.35	-23.2	-17.35	-14.7	-14.15	-11.15	-7.05	-2.95	2.35	6.1
ch1:	9:45:04	1.9	-10.9	-23.25	-25.85	-14.75	6.1	25.3	33.25	34.95	33.4	24.25	5.2	-21.35	-42.85	-43.3	-25.65
ch1:	9:45:04	-6.45	4.45	4.4	-2.2	-11.05	-19.4	-25.65	-33.7	-45.4	-53.55	-59.6	-66.35	-69.35	-68.3	-68.35	-68.35
ch1:	9:45:04	-68.65	-68.1	-65.6	-64.45	-65.7	-64.4	-59.15	-56.4	-59.2	-63.3	-64.05	-61.15	-54.4	-49.05	-48.75	-49.9
ch1:	9:45:04	-47.7	-44.3	-45.15	-51	-56.2	-56.65	-52.2	-42.9	-33.25	-27.55	-27.05	-32.4	-40.45	-43.25	-45.15	-51.15
ch1:	9:45:04	-53.85	-48.85	-43.15	-37.9	-29.85	-17.25	-5.9	-4.4	-9.8	-13.3	-15.8	-18.6	-13.75	-0.95	8.7	10.4
ch1:	9:45:04	9.95	10.85	12.8	15.75	18.75	24.9	37.5	50	53.85	50.2	43.1	38.25	35.65	35.35	39.8	45.8
ch1:	9:45:04	47.3	45.8	41.55	37	37.5	43.15	50.8	57.5	58.25	50.65	38.25	28.05	27.8	35.35	39.95	38.6
ch1:	9:45:04	37.75	38.3	36.7	33.7	29.95	22.85	13.25	5.45	4.35	16.95	38.7	57.6	70.2	78.15	78.3	71.95
ch1:	9:45:04	62.7	47.95	24.8	-0.75	-13.9	-11.05	-0.25	12.8	27.05	39.9	50.45	56.45	55.55	47.3	33.5	19.5
ch1:	9:45:04	13.55	15.6	19.8	24	28.85	32.1	25.45	14	11.8	18.2	23.1	27.2	29.6	29.8	30.55	29.85
ch1:	9:45:07	27.2	23.75	16.25	6.55	-3	-9.25	-0.7	19.6	37.05	50.4	59.3	61.25	59.95	51.75	35.2	16.95
ch1:	9:45:07	1.8	-7.85	-6.55	2.95	14.55	22.35	25	26.65	27.85	30.45	35.45	36.1	32.9	30.75	23.7	12.3
ch1:	9:45:07	6.4	6.85	11.7	21.4	29.9	33.45	33.9	27.9	14.4	1.5	-4.7	-5.35	0.2	9.4	16.3	18.8
ch1:	9:45:07	17.7	11.75	4.6	-2	-9.9	-17.35	-21.35	-19.05	-11.2	0.1	8.6	12.25	8.7	-0.4	-8.45	-10.85
ch1:	9:45:07	-9.25	-7.3	-6.2	-1.5	7.85	10.75	4.4	-2.25	-4.5	-4.2	-4.2	-8.75	-11.6	-7.8	-2.5	3.85
ch1:	9:45:07	12.3	13.2	5.6	-2.55	-15.45	-30.2	-28.2	-8.9	9.5	21.55	26.65	22.6	15.4	7.3	-6.05	-15.3
ch1:	9:45:07	-11.65	-3.05	1.1	-1.85	-8.75	-13.15	-16.8	-20.8	-14.75	2.45	18.8	27.2	23.5	6.1	-14.35	-26.2
ch1:	9:45:07	-22	-1	21.2	30.25	28.05	15.5	-8.55	-27.7	-26.1	-7.35	14.7	33.65	44.4	44.7	33.35	17.1
ch1:	9:45:07	2.35	-4.9	-4.6	0.95	7.15	13.15	20	25.2	20.65	10.55	7.1	11.3	16.65	17.8	11.75	3.9
ch1:	9:45:07	-1.35	-8.95	-18.8	-21.8	-12.2	6	19.75	21.3	11.35	-1.3	-9.45	-11.75	-11.05	-5.6	3.15	8.8
ch1:	9:45:07	7.8	4.6	0.3	-5.1	-8.55	-9	-6.35	1.35	9.8	11.65	9.35	4.05	-2.85	-4.05	1.4	2.35
ch1:	9:45:07	-3.65	-10.75	-13.3	-9.95	-5.35	-5.1	-8.2	-7.75	-1.85	2.05	0.8	0.65	1.55	-3.15	-12.9	-15.45
ch1:	9:45:07	-5.45	7.9	12.9	10.1	4.9	3.1	8.6	13.45	9.85	4.65	2.15	-6.4	-21.9	-34.6	-33.9	-18.55
ch1:	9:45:07	3.65	20.75	30.65	36.25	38.3	34.6	20.8	-0.65	-20.15	-32.8	-33.25	-18.4	-0.85	8.3	12.45	17.75
ch1:	9:45:07	22.25	18.95	4.7	-11.95	-21.15	-20.75	-14.85	-8.85	-3.65	-2.15	-5.6	-5.8	1.7	5.8	0.3	-11.85
ch1:	9:45:07	-19.1	-14.1	-2.35	7.3	13.55	14.55	11.75	6.75	-4.3	-17.55	-24.85	-26.8	-26.15	-24.75	-24.5	-26.65
ch1:	9:45:07	-31.9	-37.95	-39.85	-38.1	-35.7	-33.3	-30.95	-27.85	-24.9	-28	-36.15	-41.6	-40.45	-35.5	-29.05	-23.4
ch1:	9:45:07	-19.35	-18.3	-20.1	-24.55	-29.35	-29.75	-25.15	-20.85	-16	-6.85	-0.4	-2.65	-9	-14.4	-18.25	-20.9
ch1:	9:45:07	-23.8	-24.65	-20.85	-15.45	-12.05	-8.45	-4.1	-2.65	-2.55	-0.9	-0.75	-7.1	-13.9	-18.25	-19.45	-17.25
ch1:	9:45:07	-12.5	-6.05	-0.65	-0.35	1.15	3.7	2.55	2.45	3.1	-0.25	-4.6	-10.55	-16.75	-13.95	-6.7	-2
ch1:	9:45:07	3.65	6.2	6.1	9	11.3	14.55	25.25	32.6	26.7	11.1	-3.35	-11.85	-13.4	-13.6	-11.1	-4.65
ch1:	9:45:07	3.75	8.5	12.25	12.85	8.1	4	8.9	15.1	15.8	13	9	2.15	-4.2	-7.95	-15.05	-31.55
ch1:	9:45:07	-47.7	-52.85	-51.85	-52.7	-51.35	-44.25	-32.2	-22.6	-20.65	-22.7	-23.95	-27.85	-35.55	-44.9	-51.55	-56.3
ch1:	9:45:07	-58.05	-54.15	-43.15	-32.9	-28.2	-27.35	-30.35	-35.15	-35.5	-31.25	-22.55	-9.8	0.3	3.95	0.8	-7.35
ch1:	9:45:10	-15.05	-21.4	-29.1	-33.35	-31.75	-30.7	-34.3	-40.95	-43.8	-38.4	-28.35	-19.5	-15.3	-17.65	-25.65	-34.4
ch1:	9:45:10	-37.55	-33.45	-26	-18.2	-10.35	-2.75	4.15	6.05	-1.6	-11.9	-15.85	-12.45	-8.95	-7.65	-4.85	2.1
ch1:	9:45:10	7.6	6.6	0.3	-5.4	-6.55	-2.45	4	8.8	8.8	8.05	11.1	14.5	14.05	8.75	-1.05	-16.95
ch1:	9:45:10	-32.5	-35.8	-27.15	-15.5	-3.75	4.7	7.65	9.05	5.35	-7	-20.2	-27.6	-28.5	-20.7	-8.75	5.35
ch1:	9:45:10	19.15	26.75	25.65	22.25	17	6.55	-8.55	-17.85	-15.55	-8.05	-3.45	-0.4	4.65	9.55	10.1	8.95
ch1:	9:45:10	11.1	13.25	13.1	12.35	10.45	7.1	1.7	-2.4	0	2.25	-4.65	-13.65	-18.05	-20.95	-23.25	-19.05
ch1:	9:45:10	-8.5	3.4	8.8	5.25	-2.35	-5.95	-9.85	-18.35	-21.75	-14.1	-3.5	4.2	8.25	5.6	-3.6	-18
ch1:	9:45:10	-34.8	-51.9	-64.55	-67.95	-62.65	-58.25	-59.35	-62.7	-63.6	-60.25	-56.3	-54.9	-54.85	-54.1	-51.35	-45.5
ch1:	9:45:10	-44.3	-52.2	-59.7	-58.7	-54.35	-50.55	-45.8	-38.8	-32.15	-28.3	-25.25	-25.75	-32.65	-40.3	-41.55	-38.85
ch1:	9:45:10	-34.1	-30.5	-29.9	-29.2	-26.35	-25.6	-29.05	-32.8	-34.65	-32.2	-25.9	-18.55	-12.45	-6.7	-3.95	-0.8
ch1:	9:45:10	3.35	1	-10.05	-22.6	-33.15	-35.4	-24.2	-6	9.1	16.8	15.85	8.3	0.3	-0.35	7.3	14.9
ch1:	9:45:10	17.45	17.3	18	17.1	10.35	1.95	-0.5	0.3	0.4	1.8	4.55	7.75	7.9	3.95	1.15	3
ch1:	9:45:10	6.8	11.8	18.2	20.75	17.55	11.05	3.45	-2.85	-1.65	7.55	18.1	22.35	21	19.8	21.65	19.05
ch1:	9:45:10	11.9	7.75	8.35	7.8	9.35	16.75	26.9	34.15	35.95	32.9	24.55	9.85	-4.7	-13.15	-16.55	-10.25
ch1:	9:45:10	7.85	23.45	25.05	18.55	11.85	9.2	11	13.1	15.9	19.8	20.8	18.4	14.7	7.75	-1	-5.95
ch1:	9:45:10	-4.2	0.55	6.8	13.55	20.3	26.2	26.9	18.15	3.45	-9.9	-19.3	-24.2	-24.55	-19.65	-10.9	-4.1
ch1:	9:45:10	-4.25	-7.9	-12.8	-16.05	-18.25	-19.25	-17.65	-13.6	-9.4	-7	-9.2	-15.75	-23.35	-29.9	-34.75	-41.2
ch1:	9:45:10	-52.7	-64.6	-70.85	-70.5	-66.25	-62.95	-60.9	-59.7	-62.75	-67.2	-68.05	-64.8	-59.85	-57.6	-60.4	-62.35
ch1:	9:45:10	-61.65	-60.4	-58.55	-53.2	-47.95	-43.8	-39.75	-35.4	-33.75	-37.55	-45.85	-52.9	-54.85	-52.35	-43.95	-33.85
ch1:	9:45:10	-29.65	-27.4	-20.7	-14.5	-9.75	-6.75	-7.7	-8.4	-6.35	-7.5	-8.35	-1.35	7.45	11.25	13.4	18.5
ch1:	9:45:10	22.3	21.9	19.5	18.3	19.9	23.9	27.05	28.15	27.35	23.95	21.65	20.65	17.85	14.15	12.3	9.35
ch1:	9:45:10	7.7	8.9	9.95	11.25	13.65	13.15	11.35	9.95	5.15	0.05	1.9	9.05	17.1	24	28.4	27.2
ch1:	9:45:10	20.5	14.3	12.25	12.7	17.65	23.35	24.7	21.7	15.95	10.75	7.9	2.65	-1.9	0.7	7.45	14.05
ch1:	9:45:10	19.8	23	28.3	32.3	25.65	12.65	1.3	-5.35	-5.8	-4.6	-1.85	3.65	3.85	1.25	5.45	9.1
ch1:	9:45:13	9.2	7.15	2.45	0.3	3.85	6.7	9.6	12.55	12.05	8.3	4.75	-5.35	-22.35	-34.25	-30.9	-21.25
ch1:	9:45:13	-15.9	-16.25	-15.9	-13.2	-9.45	-8.9	-9.75	-11	-15.05	-23.75	-38.45	-53.55	-56.65	-47.1	-34.5	-23.3
ch1:	9:45:13	-12.85	-4.2	-1.5	-8.6	-22.35	-36.5	-45.05	-40.9	-23.45	-2.15	13.55	17.95	17.65	16.1	3.85	-17.35
ch1:	9:45:13	-30.2	-34.5	-36.35	-32.05	-20.95	-8.45	1.95	7.2	7.5	2.7	-4.25	-10.7	-18.25	-30.2	-39.2	-37.7
ch1:	9:45:13	-30.95	-26.4	-23.55	-21.15	-19.55	-17.75	-18.4	-24.05	-27.85	-23.5	-11.9	0.6	7.85	9.35	11.4	10.8
ch1:	9:45:13	3.9	-3.85	-5.85	-3.35	1.3	6.6	12.6	15.55	12.45	5.95	2.45	1.3	-1.65	-3.65	-0.35	2.85
ch1:	9:45:13	1.3	1.45	6.5	13.25	16.65	13.35	7.1	4.85	0.25	-12.4	-26.4	-33.7	-31.35	-17.95	1.45	21.35
ch1:	9:45:13	35.05	33.25	17.05	-4.3	-22.55	-32.25	-29.85	-18	0.3	19.8	32	36.9	40.4	37.75	27.7	21.3
ch1:	9:45:13	19.1	17.6	17.4	14.55	11.2	16.1	18.8	15.6	11.25	5.2	-4.75	-17.05	-33.05	-48.35	-58.15	-63.3
ch1:	9:45:13	-65.1	-63.05	-60.6	-61.55	-63.75	-62.95	-62.3	-62.3	-58.15	-52.4	-49.35	-44.8	-40.1	-35.4	-33.65	-36.6
ch1:	9:45:13	-37.9	-33.2	-30.2	-27.9	-23.85	-20.5	-21.1	-26.45	-38.75	-50.75	-53.5	-46.75	-39.35	-37.45	-41.95	-50.5
ch1:	9:45:13	-59.3	-63.9	-65.2	-65.15	-62.15	-56.2	-51.75	-46.6	-42.3	-43.85	-46.5	-41.65	-34.65	-27.15	-19.85	-16.15
ch1:	9:45:13	-18.8	-24.9	-30.95	-33.2	-33.65	-32.45	-27.9	-18.9	-5	10.05	17.35	18.05	17.3	15.15	12.3	8.5
ch1:	9:45:13	3.7	-0.45	1.2	14.95	36.65	49.05	41.95	26.3	14.4	10.55	13.5	19.7	26.1	31.95	35.45	40.05
ch1:	9:45:13	48.6	51.35	38.4	20.85	11.6	11.7	13.05	11.35	10.3	13.6	20.5	30.75	40.9	43.25	37.1	27.75
ch1:	9:45:13	19.2	12.9	12.2	17.3	24.45	28.15	28.45	26.2	22.8	20.35	20.6	23.75	29.3	34.8	40.6	45.2
ch1:	9:45:13	45.9	43.7	35.8	20.15	4.6	-2.4	-1.2	3.45	4.7	1.35	-3.2	-6.95	-3.85	6.7	16.05	17.85
ch1:	9:45:13	15.9	13.2	10.2	3.9	-4.35	-9.95	-8.7	-4.7	-1.55	2	10.25	23.15	32.1	27.85	12.85	-2.3
ch1:	9:45:13	-11.85	-14.25	-7.6	5.1	16.35	22.4	23.15	21.45	18.75	10.55	-6.25	-23.7	-33.7	-40.1	-44.3	-44
ch1:	9:45:13	-38.45	-30.5	-21.1	-10.3	0.25	4	-1.9	-14.35	-25.25	-30.4	-32.2	-32.4	-27.95	-22.55	-19.6	-16.05
ch1:	9:45:13	-9.3	-1.85	-0.15	-7.35	-13.35	-8.3	3.9	15.2	18.9	12.6	4.95	1.2	-2.85	-4.1	2.45	10.3
ch1:	9:45:13	14.95	17	21.15	27.55	29.85	24.55	20.1	20.25	18.85	9.05	-4.95	-9.5	1.4	19.65	34.2	38.1
ch1:	9:45:13	32.6	24.45	14.25	1.1	-9	-8.65	-0.25	9.8	17.15	20.55	20.5	19.5	20.7	23.2	25.15	21.85
ch1:	9:45:13	14.2	5.4	1.4	2.9	6.2	7.4	10	11.95	7.35	-0.8	-9.5	-17.45	-15.35	-3.2	9.65	19.15
ch1:	9:45:16	-25.65	-29.55	-34.45	-35.5	-29.2	-20.75	-14.2	-8.8	-4.35	-5.35	-8	-7.05	-2.4	-0.2	-6.7	-18.3
ch1:	9:45:16	-24.8	-26	-14.65	7.95	20.4	17.6	12.5	7.75	2.6	-0.85	-3.85	-8.25	-15.25	-24.1	-32.1	-40.2
ch1:	9:45:16	-44.9	-41.4	-31.45	-19.25	-10	-10.95	-17.6	-23.4	-30.7	-39.9	-41.55	-31.3	-17.5	-9.85	-8.2	-9.95
ch1:	9:45:16	-12.25	-12.35	-9.05	-8.35	-15.05	-22.15	-20.3	-13.7	-9.45	-3.45	5.8	8.45	-1.5	-14.45	-16.6	-8.05
ch1:	9:45:16	5.1	17.6	21.45	13.55	1.55	-6.2	-7.9	-7.8	-8.25	-7	-6.9	-13	-16.95	-10.9	-0.7	2.85
ch1:	9:45:16	-3.4	-11	-12.9	-8.25	-1.1	3	2.4	1.75	-0.5	-8.95	-20.2	-28.95	-34.6	-36.2	-30.25	-16.25
ch1:	9:45:16	-1.35	9.6	22.8	31.25	25	10.5	-2.05	-9.95	-10.05	-5.55	-1.25	1.5	2.8	7.9	15.1	14.6
ch1:	9:45:16	11.15	16.4	22.75	25.65	30.05	33.15	27.85	18.1	8.15	-0.75	-5.65	-4.5	-1.85	0.35	4.2	5.9
ch1:	9:45:16	0.95	-6.65	-14.45	-22.95	-22.9	-8.2	12.9	27.25	28.9	22.15	12.05	-1.15	-16.9	-33.45	-49.25	-56.25
ch1:	9:45:16	-52	-37.9	-19.65	-4.05	0.9	-1.9	-5.9	-9.15	-16.2	-24	-29.25	-30.25	-24.95	-13.95	-3	7.7
ch1:	9:45:16	19.75	29.1	28.3	17.15	6.75	-1.15	-14.95	-22.85	-15.7	-6.25	-0.65	2.85	5.7	9.9	8.35	-3.85
ch1:	9:45:16	-14.65	-16.15	-14.8	-13	-5.65	7.4	16.2	15.1	8.25	-1.4	-4.95	2.8	13.9	18.95	18.85	9.95
ch1:	9:45:16	-3.4	-8.1	-3	5.9	14.75	19.75	18.75	14.2	7.5	-5.3	-18.5	-25.65	-27.95	-27.25	-24.1	-21.55
ch1:	9:45:16	-18.55	-14.75	-13.25	-11.6	-8.95	-13.65	-25.1	-37.95	-52.9	-70.35	-85.1	-94.7	-98.95	-97.1	-90.2	-84.3
ch1:	9:45:16	-80.05	-74.2	-68.1	-62.85	-56.5	-52.5	-51.5	-50.3	-47.25	-44.75	-44.8	-48.5	-51.1	-53.4	-53.7	-49.8
ch1:	9:45:16	-46.9	-50.3	-54.05	-54.05	-51.55	-47.8	-42.65	-37.5	-34.1	-33.9	-37.95	-47.6	-59.4	-69.7	-76	-76.65
ch1:	9:45:16	-75.05	-73.8	-67.05	-57.65	-52.45	-48.1	-40	-31.65	-23.65	-19.5	-22.95	-29.5	-32.8	-31.8	-24.75	-13.2
ch1:	9:45:16	-2.95	7.05	15.1	14	6.8	6.8	13.55	19.15	21.45	23.5	25.55	24.8	19.3	12.85	10.4	15.05
ch1:	9:45:16	25.05	33.35	37	36.85	32.75	26.85	24.9	24.45	19.15	9.35	2.4	5.1	15.45	25.05	31.1	32.05
ch1:	9:45:16	27.2	23.2	23.05	24.55	27.7	30.35	30.75	31.3	26.85	20.8	26.05	38.95	46.55	47.1	40.4	30.5
ch1:	9:45:16	27.1	29.85	34.5	38.75	40.6	40.3	37.25	27.95	18.15	12.3	8.45	10.1	16.55	21.65	26.8	31.7
ch1:	9:45:16	31.9	29.85	26.65	21.9	19.2	17.7	18.3	24.5	28.95	27.1	23.8	20.95	17.8	13.7	8.85	7.9
ch1:	9:45:16	14.75	25.1	33.15	35.25	35.05	34.2	29.95	19.3	2.55	-14.3	-19	-5.45	17.85	34.6	38.55	36.25
ch1:	9:45:16	30.05	20.15	10.15	-2.4	-20.2	-27.35	-16.55	-4	-3.15	-9.65	-17.2	-21.8	-20.45	-15.8	-12.95	-12.3
ch1:	9:45:19	-65.65	-65.65	-63.4	-59	-54.7	-49.95	-46.5	-46.5	-46.65	-46.55	-50.55	-56.2	-56.6	-47.1	-28.9	-11.6
ch1:	9:45:19	-5.1	-10.3	-20.1	-28.4	-34.45	-37.65	-31.55	-19.9	-12.1	-9.9	-7.85	-7.2	-7.8	-7	-3.4	-0.85
ch1:	9:45:19	0.65	-0.8	-6.15	-12.75	-15.75	-12.3	-4.4	2.8	9.05	14.9	13.75	5	-2.2	-7.75	-16.9	-25.35
ch1:	9:45:19	-22.75	-11.45	0.05	7.5	14.5	17.95	12.4	-0.75	-9.8	-12.8	-15.75	-16.45	-7	9.5	22.75	28.2
ch1:	9:45:19	29.4	32.1	33.6	26.7	8.75	-10.35	-19.25	-17.2	-9.7	1.85	14.85	26.7	34.55	33.55	21.9	6
ch1:	9:45:19	-4.35	-1.1	14.55	30.3	38.6	38.7	34	28.65	20.9	9.95	4.05	8.7	19.6	32.05	41.65	46.6
ch1:	9:45:19	46.4	40.7	31.95	23.6	14	3.35	-7.15	-12.05	-6.75	5.6	16.9	25.25	30.25	33.55	33.55	26.25
ch1:	9:45:19	12.95	1.25	-4.25	-0.9	7.9	14.7	19.3	23.7	25.35	23.6	19.5	11.95	4.2	-0.95	-6.85	-11.85
ch1:	9:45:19	-13.1	-12.8	-12	-5.05	8.6	21.9	25.15	15.95	-2	-17.75	-23.35	-18.35	-7.7	3.3	10.35	13
ch1:	9:45:19	12.05	8.4	3.4	-6.3	-19	-25.1	-20.5	-12.55	-4.4	4.8	14.9	23.1	26.3	21.7	12.4	3.4
ch1:	9:45:19	-4.6	-11.3	-18.85	-33.15	-47.35	-47.75	-34.25	-14.1	6.15	23.2	33.5	30.05	15.3	2.3	-11.45	-29.65
ch1:	9:45:19	-37.55	-30.6	-17.2	-2.7	7.55	12.25	14.05	13.75	13.65	8.2	-2.95	-3.6	8.5	15.85	16.45	14.45
ch1:	9:45:19	9.3	3.15	-2	-7.3	-13.2	-19.35	-25.25	-29.3	-32.15	-33.55	-35.45	-37.15	-35.8	-31.3	-26	-21.2
ch1:	9:45:19	-16.95	-12.5	-11.55	-17.1	-24.75	-28.7	-26.7	-22.95	-19.4	-13.7	-2.4	11.85	18.6	10.55	-6.35	-20
ch1:	9:45:19	-24.85	-21.6	-16.1	-11.05	-6.25	-0.2	5.95	7.75	6.85	11.9	20	24.35	24.3	23.2	26.6	33.2
ch1:	9:45:19	34.5	32.15	27.9	16.1	-1.25	-13.1	-14.4	-6	6.95	15.5	15.1	10.2	6.95	8.4	15.25	22.75
ch1:	9:45:19	24.25	21.95	19.2	21.75	27.6	15.6	-19.05	-45.25	-44.95	-28.8	-7.95	9	11.75	2.25	-8.6	-12.95
ch1:	9:45:19	-13.75	-22.25	-41.9	-61.4	-70.55	-69.6	-61	-49.05	-39	-34.1	-31.2	-28.05	-24.1	-26.3	-38.55	-52
ch1:	9:45:19	-57.55	-59.05	-56.2	-46.05	-33.85	-23.55	-16.95	-15.9	-17.4	-22.25	-35.35	-46.75	-50.7	-55.1	-61.1	-62.75
ch1:	9:45:19	-58.7	-51.85	-45.1	-39.05	-31.55	-26.5	-22.2	-17.1	-17	-25.3	-33.2	-33.5	-26.4	-16.1	-5.15	-1.1
ch1:	9:45:19	-8.65	-12.85	-7.35	-5.65	-10.05	-12.1	-9.35	1.05	13	20.15	23.3	20	9.1	2.1	6.3	19.55
ch1:	9:45:19	33.05	37.9	35.4	28.6	18.15	10.1	10.05	16.8	25.3	30.35	31.45	29.25	26.5	27.85	31.8	33.65
ch1:	9:45:19	32.45	29.1	24.6	18.9	10.5	4.95	5.25	5.5	5.25	12.6	24.75	31.45	27.15	17.9	10.1	4.55
ch1:	9:45:19	-0.15	-0.1	6.05	13.5	19.15	21.35	20.1	17.3	14.8	11.85	9.45	10.1	14.5	20.05	22.35	19.25
ch1:	9:45:22	8.6	13.5	15.35	8.95	-1.45	-4.5	1.85	9.85	13.65	13.9	10.8	2.5	-6.65	-7.8	-1.1	6.15
ch1:	9:45:22	7.65	2.15	-2.75	2.85	15.1	25.95	35.55	42.4	38.05	23.05	5.55	-3.7	-0.9	7	10.6	11
ch1:	9:45:22	11	9.75	8.2	8.25	9.2	7.45	3.8	2.45	3.1	1.3	-1.4	-1.6	0.1	3.15	6.5	8
ch1:	9:45:22	5.4	-3.1	-10.65	-6	2.85	3.85	-1.45	-4.9	-2.25	2.25	-2.15	-10.5	-11.65	-6.25	2.45	10.6
ch1:	9:45:22	13.4	11.45	4.05	-8.55	-16.4	-16.55	-17.25	-21.3	-21.25	-12.4	-0.05	8.35	12.05	11.8	8.55	5.25
ch1:	9:45:22	3.6	3.8	2.45	-3.7	-10.45	-14.65	-23.6	-32.4	-29.05	-15.65	-2.05	8.85	11.85	8.6	6.65	3.65
ch1:	9:45:22	-5.35	-10.5	-6.05	0.3	3	5	10.55	18.6	24.4	25.55	25.25	23.8	19.2	12.55	7.15	4
ch1:	9:45:22	5.2	11.1	18.2	21.25	16.5	7.7	2.75	1.55	-5.1	-17.85	-24.35	-13.5	8.05	23.5	23.85	14.55
ch1:	9:45:22	1.85	-11.4	-22.55	-27.25	-15.85	11.15	34.3	39.1	33.1	25.15	19.65	18.4	16.85	12.4	12.75	16.35
ch1:	9:45:22	10.25	-5.75	-14.95	-7.25	8.7	21.4	25.35	21.85	13.25	0.15	-14.3	-23.55	-28.45	-29.35	-23.95	-16.7
ch1:	9:45:22	-14.15	-14.85	-15.2	-11.85	-4.25	3.45	9.8	12.25	5.15	-10	-20.25	-19.15	-12.5	-5.6	-0.1	3.3
ch1:	9:45:22	5.6	7.15	5	-0.3	-7.25	-12.35	-11.1	-6.2	-3.8	-3.05	-3.55	-6.25	-8.9	-11.6	-15.9	-17.25
ch1:	9:45:22	-9.7	4.6	16.15	21.05	22.55	17.95	5.45	-9.35	-18.4	-18.45	-9.7	3.25	16.6	20.75	8.35	-11.55
ch1:	9:45:22	-23.25	-21.4	-9.85	4.55	16.6	25.25	23.7	10.25	-2.5	-8.3	-19.05	-34.05	-40.95	-34.85	-20.45	-5.35
ch1:	9:45:22	3.3	5.45	-1.85	-18	-32.8	-36.45	-30.6	-21.55	-13.9	-9.1	-4.85	1.15	5.3	1.35	-7.4	-15.8
ch1:	9:45:22	-25.05	-29.85	-26.65	-17.95	-5.4	10.2	23.8	28.85	14.9	-12.3	-29.05	-26.7	-19.5	-12.2	-3.8	1.75
ch1:	9:45:22	-0.15	-7.95	-15.15	-13.85	-5.8	-0.2	0.3	-3.35	-9.25	-8.55	5.5	22.9	31.5	28.55	18.05	1
ch1:	9:45:22	-21.2	-38	-36.85	-24.5	-15.7	-12.25	-10.1	-9.35	-7.7	-3.5	-3.8	-10.6	-17.95	-22	-22.6	-19.1
ch1:	9:45:22	-14.55	-9.25	-3.6	-2.25	-6.6	-15.2	-23.6	-23.7	-13.55	-5.5	-4.55	-5.3	-4.4	-3.8	-3.1	-5.2
ch1:	9:45:22	-9.3	-10.25	-6.6	-3.45	1.05	6.4	6.55	1.5	-5.5	-14.5	-19.35	-14.4	-5.5	0.85	4.65	4.3
ch1:	9:45:22	-1.9	-9.6	-13.05	-11.7	-9.45	-4	8.1	16.7	13.3	4.4	-2	-4.45	-5	-8.25	-12.8	-17.4
ch1:	9:45:22	-24.3	-27	-16.8	0.55	16.25	27.6	30.75	24.3	11.3	-3.9	-21.3	-40.35	-51.85	-47.7	-35.8	-23.35
ch1:	9:45:22	-12	-5.55	-3.8	-4.35	-10.5	-24.45	-36.25	-37.75	-34.55	-33.85	-32.1	-28.15	-22.65	-17.45	-13.25	-9.2
ch1:	9:45:22	-5.7	-10.05	-21.2	-31.4	-37.95	-37	-29.7	-23.45	-20.85	-20.4	-21.35	-22.15	-30.05	-48.35	-59.8	-53.8
ch1:	9:45:25	2.3	0.4	-10.75	-15.9	-13	-8.6	-5.15	-1.8	0.05	-1.95	-5.4	-3.35	2.1	5.6	5.6	2.5
